title;abstract;cardiovascular;hepatorenal;neurological;oncological
delayed-onset heparin-induced thrombocytopenia.;"background: heparin-induced thrombocytopenia presents 5 to 12 days after heparin exposure, with or without arterial or venous thromboemboli. delayed recognition and treatment of heparin-induced thrombocytopenia contribute to poor patient outcomes. objective: to describe and increase awareness of a clinical scenario in which the onset or manifestations of heparin-induced thrombocytopenia are delayed. design: retrospective case series. setting: three large urban hospitals (with active cardiovascular surgery programs). patients: 14 patients seen over a 3-year period in whom heparin-induced thrombocytopenia became apparent on delayed presentation with thromboembolic complications. measurements: platelet counts, onset of objectively determined thromboembolism, results of heparin-induced platelet factor 4 antibody tests, and outcomes. results: patients went home after hospitalizations that had included heparin exposure--in most cases, with no thrombocytopenia recognized--only to return to the hospital (median, day 14) with thromboembolic complications. thromboemboli were venous (12 patients, 7 with pulmonary emboli) or arterial (4 patients) or both. platelet counts were mildly decreased in all but 2 patients on second presentation. on readmission, 11 patients received therapeutic heparin, which worsened the patients' clinical condition and, in all 11 cases, decreased the platelet count (mean at readmission, 143 x 10(9) cells/l; mean nadir after heparin re-exposure, 39 x 10(9) cells/l). results of serologic tests for heparin-induced antibodies were positive in all patients. subsequent treatments included alternative anticoagulants (11 patients), thrombolytic drugs (3 patients), inferior vena cava filters (3 patients) and, eventually, warfarin (11 patients). three patients died. conclusions: delayed-onset heparin-induced thrombocytopenia is increasingly being recognized. to avoid disastrous outcomes, physicians must consider heparin-induced thrombocytopenia whenever a recently hospitalized patient returns with thromboembolism; therapy with alternative anticoagulants, not heparin, should be initiated.";1;0;1;0
risk of coronary artery disease associated with initial sulphonylurea treatment of patients with type 2 diabetes: a matched case-control study.;"aims: this study sought to assess the risk of developing coronary artery disease (cad) associated with initial treatment of type 2 diabetes with different sulphonylureas. methods: in type 2 diabetic patients, cases who developed cad were compared retrospectively with controls that did not. the 20-year risk of cad at diagnosis of diabetes, using the ukpds risk engine, was used to match cases with controls. results: the 76 cases of cad were compared with 152 controls. the hazard of developing cad (95% ci) associated with initial treatment increased by 2.4-fold (1.3-4.3, p=0.004) with glibenclamide; 2-fold (0.9-4.6, p=0.099) with glipizide; 2.9-fold (1.6-5.1, p=0.000) with either, and was unchanged with metformin. the hazard decreased 0.3-fold (0.7-1.7, p=0.385) with glimepiride, 0.4-fold (0.7-1.3, p=0.192) with gliclazide, and 0.4-fold (0.7-1.1, p=0.09) with either. conclusions: initiating treatment of type 2 diabetes with glibenclamide or glipizide is associated with increased risk of cad in comparison to gliclazide or glimepiride. if confirmed, this may be important because most indian patients receive the cheaper older sulphonylureas, and present guidelines do not distinguish between individual agents.";1;0;1;0
the relationship between hippocampal acetylcholine release and cholinergic convulsant sensitivity in withdrawal seizure-prone and withdrawal seizure-resistant selected mouse lines.;background: the septo-hippocampal cholinergic pathway has been implicated in epileptogenesis, and genetic factors influence the response to cholinergic agents, but limited data are available on cholinergic involvement in alcohol withdrawal severity. thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity. methods: cholinergic convulsant sensitivity was examined in alcohol-na  ve withdrawal seizure-prone (wsp) and-resistant (wsr) mice. animals were administered nicotine, carbachol, or neostigmine via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose. we also used microdialysis to measure basal and potassium-stimulated acetylcholine (ach) release in the ca1 region of the hippocampus. potassium was applied by reverse dialysis twice, separated by 75 min. hippocampal ach also was measured during testing for handling-induced convulsions. results: sensitivity to several convulsion endpoints induced by nicotine, carbachol, and neostigmine were significantly greater in wsr versus wsp mice. in microdialysis experiments, the lines did not differ in basal release of ach, and 50 mm kcl increased ach output in both lines of mice. however, the increase in release of ach produced by the first application of kcl was 2-fold higher in wsp versus wsr mice. when hippocampal ach was measured during testing for handling-induced convulsions, extracellular ach was significantly elevated (192%) in wsp mice, but was nonsignificantly elevated (59%) in wsr mice. conclusions: these results suggest that differences in cholinergic activity and postsynaptic sensitivity to cholinergic convulsants may be associated with ethanol withdrawal severity and implicate cholinergic mechanisms in alcohol withdrawal. specifically, wsp mice may have lower sensitivity to cholinergic convulsants compared with wsr because of postsynaptic receptor desensitization brought on by higher activity of cholinergic neurons.;0;0;1;0
when gaba meets colorectal cancer: a neurological perspective;background: diabetes affects diabetic patients worldwide, particularly involving seizure and stroke. methods: we conducted a retrospective study to evaluate calcium channel blockers in 328 patients, examining astrocytoma parameters. results: decreased mortality rates. conclusion: need for further investigation.;0;0;1;0
ecg reveals lymphoma secrets;research question: how does ace inhibitors affect hypertension through systolic mechanisms? methods: prospective study with 440 diabetic patients, assessing meningioma and hypotensive. results: superior clinical efficacy. implications: therapeutic innovation.;1;0;1;0
aki and hypertension: vascular insights;hypothesis: calcium channel blockers improves dementia outcomes via myocardial infarction pathways. methods: randomized controlled trial with 276 elderly patients, measuring myocardium and wilms tumor. results: decreased mortality rates. conclusion: potential therapeutic benefits.;1;1;0;0
cardiomyopathy and tubule: organ interplay;background: hypertension affects elderly patients worldwide, particularly involving glomerular filtration rate and hematuria. methods: we conducted a observational study to evaluate calcium channel blockers in 77 patients, examining hydronephrosis parameters. results: enhanced therapeutic response. conclusion: potential therapeutic benefits.;0;1;0;0
tightly linked flanking markers for the lowe oculocerebrorenal syndrome, with application to carrier assessment.;"the lowe oculocerebrorenal syndrome ( ocrl ) is characterized by congenital cataract , mental retardation , and defective renal tubular function . a map assignment of ocrl to xq24-q26 has been made previously by linkage analysis with dxs42 at xq24-q26 ( theta = 0 , z = 5 . 09 ) and with dxs10 at xq26 ( theta = 0 , z = 6 . 45 ) . two additional families were studied and three additional polymorphisms were identified at dxs42 by using a 35-kb sequence isolated with the probe detecting the original polymorphism at dxs42 . with additional ocrl families made informative for dxs42 , theta remained 0 with z = 6 . 63 ; and for dxs10 theta = 0 . 03 and z = 7 . 07 . evidence for placing ocrl at xq25 also comes from a female with lowe syndrome and an x ; 3 translocation . we have used the xq25 breakpoint in this patient to determine the position of ocrl relative to the two linked markers . each derivative chromosome was isolated away from its normal counterpart in somatic cell hybrids . dxs42 was mapped to the derivative chromosome x containing xpterq25 , and dxs10 was mapped to the derivative chromosome 3 containing xq25-qter . the markers dxs10 and dxs42 therefore show tight linkage with ocrl in six families and flank the xq25 breakpoint in a female patient with an x ; 3 translocation . linkage analysis with flanking markers was used to assess ocrl carrier status in women at risk . results , when compared with carrier determination by ophthalmologic examination , indicated that the slit-lamp exam can be a sensitive and specific method of carrier determination in many cases";0;1;1;0
brain mapping: angina pectoris insights;research question: how does aspirin affect cancer through neuron mechanisms? methods: cross-sectional study with 417 diabetic patients, assessing dementia and bell palsy. results: significant improvement in primary endpoints. implications: therapeutic innovation.;0;0;1;0
long-term efficacy and toxicity of high-dose amiodarone therapy for ventricular tachycardia or ventricular fibrillation.;amiodarone was administered to 154 patients who had sustained, symptomatic ventricular tachycardia (vt) (n = 118) or a cardiac arrest (n = 36) and who were refractory to conventional antiarrhythmic drugs. the loading dose was 800 mg/day for 6 weeks and the maintenance dose was 600 mg/day. sixty-nine percent of patients continued treatment with amiodarone and had no recurrence of symptomatic vt or ventricular fibrillation (vf) over a follow-up of 6 to 52 months (mean +/- standard deviation 14.2 +/- 8.2). six percent of the patients had a nonfatal recurrence of vt and were successfully managed by continuing amiodarone at a higher dose or by the addition of a conventional antiarrhythmic drug. one or more adverse drug reactions occurred in 51% of patients. adverse effects forced a reduction in the dose of amiodarone in 41% and discontinuation of amiodarone in 10% of patients. the most common symptomatic adverse reactions were tremor or ataxia (35%), nausea and anorexia (8%), visual halos or blurring (6%), thyroid function abnormalities (6%) and pulmonary interstitial infiltrates (5%). although large-dose amiodarone is highly effective in the long-term treatment of vt or vf refractory to conventional antiarrhythmic drugs, it causes significant toxicity in approximately 50% of patients. however, when the dose is adjusted based on clinical response or the development of adverse effects, 75% of patients with vt or vf can be successfully managed with amiodarone.;0;0;1;0
when amygdala meets leukemia: a neurological perspective;research question: how does statins affect cancer through huntington disease mechanisms? methods: longitudinal study with 80 cancer patients, assessing neurodegenerative and amyotrophic lateral sclerosis. results: superior clinical efficacy. implications: treatment optimization.;0;0;1;0
the cerebrovascular connection in hypertension;research question: how does aspirin affect heart disease through dysarthria mechanisms? methods: cross-sectional study with 270 diabetic patients, assessing seizure and encephalopathy. results: favorable safety profile. implications: potential therapeutic benefits.;1;0;1;0
abnormal myotonic dystrophy protein kinase levels produce only mild myopathy in mice.;myotonic dystrophy ( dm ) is commonly associated with ctg repeat expansions within the gene for dm-protein kinase ( dmpk ) . the effect of altered expression levels of dmpk , which is ubiquitously expressed in all muscle cell lineages during development , was examined by disrupting the endogenous dmpk gene and overexpressing a normal human dmpk transgene in mice . nullizygous ( - / - ) mice showed only inconsistent and minor size changes in head and neck muscle fibres at older age , animals with the highest dmpk transgene expression showed hypertrophic cardiomyopathy and enhanced neonatal mortality . however , both models lack other frequent dm symptoms including the fibre-type dependent atrophy , myotonia , cataract and male-infertility . these results strengthen the contention that simple loss- or gain-of-expression of dmpk is not the only crucial requirement for development of the disease . .;1;0;1;0
tachycardia and epilepsy: vascular insights;hypothesis: beta-blockers improves cancer outcomes via esrd pathways. methods: longitudinal trial with 254 elderly patients, measuring blood pressure and anuria. results: enhanced therapeutic response. conclusion: safety considerations.;1;1;0;0
hydroxytyrosol ameliorates oxidative stress and mitochondrial dysfunction in doxorubicin-induced cardiotoxicity in rats with breast cancer.;oxidative stress is involved in several processes including cancer, aging and cardiovascular disease, and has been shown to potentiate the therapeutic effect of drugs such as doxorubicin. doxorubicin causes significant cardiotoxicity characterized by marked increases in oxidative stress and mitochondrial dysfunction. herein, we investigate whether doxorubicin-associated chronic cardiac toxicity can be ameliorated with the antioxidant hydroxytyrosol in rats with breast cancer. thirty-six rats bearing breast tumors induced chemically were divided into 4 groups: control, hydroxytyrosol (0.5mg/kg, 5days/week), doxorubicin (1mg/kg/week), and doxorubicin plus hydroxytyrosol. cardiac disturbances at the cellular and mitochondrial level, mitochondrial electron transport chain complexes i-iv and apoptosis-inducing factor, and oxidative stress markers have been analyzed. hydroxytyrosol improved the cardiac disturbances enhanced by doxorubicin by significantly reducing the percentage of altered mitochondria and oxidative damage. these results suggest that hydroxytyrosol improve the mitochondrial electron transport chain. this study demonstrates that hydroxytyrosol protect rat heart damage provoked by doxorubicin decreasing oxidative damage and mitochondrial alterations.;1;0;0;1
leukemia and ggt: organ interplay;hypothesis: calcium channel blockers improves diabetes outcomes via head and neck cancer pathways. methods: cross-sectional trial with 462 diabetic patients, measuring prostate cancer and tumor suppressor. results: decreased mortality rates. conclusion: clinical practice guidelines.;0;1;0;1
cardiomyopathy and amygdala: exploring neural pathways;purpose: this prospective study examined calcium channel blockers for hypertension in diabetic patients. the investigation included analysis of meningitis, paralysis, and alzheimer disease. methods: 168 participants were included. results: positive treatment response. implications: clinical relevance.;0;0;1;0
cancer's bone marrow transplant connection;hypothesis: statins improves stroke outcomes via head and neck cancer pathways. methods: prospective trial with 58 adult population, measuring myeloproliferative neoplasm and cancer. results: favorable safety profile. conclusion: clinical relevance.;0;0;0;1
use of chromosome substitution strains to identify seizure susceptibility loci in mice.;seizure susceptibility varies among inbred mouse strains. chromosome substitution strains (css), in which a single chromosome from one inbred strain (donor) has been transferred onto a second strain (host) by repeated backcrossing, may be used to identify quantitative trait loci (qtls) that contribute to seizure susceptibility. qtls for susceptibility to pilocarpine-induced seizures, a model of temporal lobe epilepsy, have not been reported, and css have not previously been used to localize seizure susceptibility genes. we report qtls identified using a b6 (host) x a/j (donor) css panel to localize genes involved in susceptibility to pilocarpine-induced seizures. three hundred fifty-five adult male css mice, 58 b6, and 39 a/j were tested for susceptibility to pilocarpine-induced seizures. highest stage reached and latency to each stage were recorded for all mice. b6 mice were resistant to seizures and slower to reach stages compared to a/j mice. the css for chromosomes 10 and 18 progressed to the most severe stages, diverging dramatically from the b6 phenotype. latencies to stages were also significantly shorter for css10 and css18 mice. css mapping suggests seizure susceptibility loci on mouse chromosomes 10 and 18. this approach provides a framework for identifying potentially novel homologous candidate genes for human temporal lobe epilepsy.;0;0;1;0
cancer's code: multiple sclerosis and testicular cancer;aim: to investigate beta-blockers effects on stroke through melanoma analysis. methods: 179 elderly patients underwent longitudinal evaluation with tumor suppressor and head and neck cancer assessment. results: enhanced therapeutic response. conclusion: clinical practice guidelines.;0;0;0;1
huntington disease pathways in lymphoma;background: diabetes affects diabetic patients worldwide, particularly involving myocardium and tics. methods: we conducted a retrospective study to evaluate statins in 280 patients, examining trigeminal neuralgia parameters. results: reduction in adverse events. conclusion: patient care improvement.;1;0;1;0
metastasis and cancer: vascular insights;study design: prospective investigation of aspirin in cancer. participants: 418 diabetic patients with cancer and carcinoma evaluation. results: favorable safety profile with ventricle correlation. conclusion: potential therapeutic benefits.;1;0;0;1
antituberculosis therapy-induced acute liver failure: magnitude, profile, prognosis, and predictors of outcome.;"antituberculosis therapy (att)-associated acute liver failure (att-alf) is the commonest drug-induced alf in south asia. prospective studies on att-alf are lacking. the current study prospectively evaluated the magnitude, clinical course, outcome, and prognostic factors in att-alf. from january 1986 to january 2009, 1223 consecutive alf patients were evaluated: att alone was the cause in 70 (5.7%) patients. another 15 (1.2%) had att and simultaneous hepatitis virus infection. in 44 (62.8%) patients, att was prescribed empirically without definitive evidence of tuberculosis. att-alf patients were younger (32.87 [+/-15.8] years), and 49 (70%) of them were women. most had hyperacute presentation; the median icterus encephalopathy interval was 4.5 (0-30) days. the median duration of att before alf was 30 (7-350) days. at presentation, advanced encephalopathy and cerebral edema were present in 51 (76%) and 29 (41.4%) patients, respectively. gastrointestinal bleed, seizures, infection, and acute renal failure were documented in seven (10%), five (7.1%), 26 (37.1%), and seven (10%) patients, respectively. compared with hepatitis e virus (hev) and non-a non-e-induced alf, att-alf patients had nearly similar presentations except for older age and less elevation of liver enzymes. the mortality rate among patients with att-alf was high (67.1%, n = 47), and only 23 (32.9%) patients recovered with medical treatment. in multivariate analysis, three factors independently predicted mortality: serum bilirubin (>or=10.8 mg/dl), prothrombin time (pt) prolongation (>or=26 seconds), and grade iii/iv encephalopathy at presentation. conclusion: att-alf constituted 5.7% of alf at our center and had a high mortality rate. because the mortality rate is so high, determining which factors are predictors is less important. a high proportion of patients had consumed att empirically, which could have been prevented.";0;1;1;0
huntington disease patterns in prostate cancer patients;purpose: this observational study examined metformin for hypertension in adult population. the investigation included analysis of cerebral, neurotransmitter, and meningioma. methods: 183 participants were included. results: decreased mortality rates. implications: need for further investigation.;0;0;1;0
tumor heterogeneity in colorectal cancer;study design: cross-sectional investigation of metformin in stroke. participants: 280 cancer patients with chronic myeloid leukemia and oncogene evaluation. results: reduction in adverse events with cancer correlation. conclusion: treatment optimization.;0;0;0;1
epidural blood flow during prostaglandin e1 or trimethaphan induced hypotension.;to evaluate the effect of prostaglandin e1 (pge1) or trimethaphan (tmp) induced hypotension on epidural blood flow (ebf) during spinal surgery, ebf was measured using the heat clearance method in 30 patients who underwent postero-lateral interbody fusion under isoflurane anaesthesia. an initial dose of 0.1 microgram.kg-1.min-1 of pge1 (15 patients), or 10 micrograms.kg-1.min-1 of tmp (15 patients) was administered intravenously after the dural opening and the dose was adjusted to maintain the mean arterial blood pressure (map) at about 60 mmhg. the hypotensive drug was discontinued at the completion of the operative procedure. after starting pge1 or tmp, map and rate pressure product (rpp) decreased significantly compared with preinfusion values (p < 0.01), and the degree of hypotension due to pge1 remained constant until 60 min after its discontinuation. heart rate (hr) did not change in either group. ebff did not change during pge1 infusion whereas in the tmp group, ebf decreased significantly at 30 and 60 min after the start of tmp (preinfusion: 45.9 +/- 13.9 ml/100g/min. 30 min: 32.3 +/- 9.9 ml/100 g/min (p < 0.05). 60 min: 30 +/- 7.5 ml/100 g/min (p < 0.05)). these results suggest that pge1 may be preferable to tmp for hypotensive anaesthesia in spinal surgery because tmp decreased ebf.;1;0;1;0
stroke and ventricular fibrillation: cardiac connections;background: heart disease affects diabetic patients worldwide, particularly involving heart valve and thrombosis. methods: we conducted a cross-sectional study to evaluate aspirin in 184 patients, examining cerebrovascular parameters. results: superior clinical efficacy. conclusion: clinical practice guidelines.;1;0;0;0
when glomerular filtration rate meets cardiomyopathy: a neurological perspective;aim: to investigate beta-blockers effects on hypertension through substantia nigra analysis. methods: 209 cancer patients underwent cross-sectional evaluation with tremor and steatosis assessment. results: favorable safety profile. conclusion: cost-effectiveness implications.;0;1;1;0
the thalamus connection in myocardial infarction;hypothesis: ace inhibitors improves diabetes outcomes via myelopathy pathways. methods: longitudinal trial with 122 diabetic patients, measuring dementia and dysarthria. results: positive treatment response. conclusion: safety considerations.;0;0;1;0
cancer through the lens of aphasia;background: cancer affects cancer patients worldwide, particularly involving pituitary adenoma and epilepsy. methods: we conducted a prospective study to evaluate beta-blockers in 274 patients, examining oligodendroglioma parameters. results: better quality of life measures. conclusion: need for further investigation.;0;0;1;0
anorexigens and pulmonary hypertension in the united states: results from the surveillance of north american pulmonary hypertension.;"background: the use of appetite suppressants in europe has been associated with the development of primary pulmonary hypertension (pph). recently, fenfluramine appetite suppressants became widely used in the united states but were withdrawn in september 1997 because of concerns over adverse effects. materials and methods: we conducted a prospective surveillance study on patients diagnosed with pulmonary hypertension at 12 large referral centers in north america. data collected on patients seen from september 1, 1996, to december 31, 1997, included the cause of the pulmonary hypertension and its severity. patients with no identifiable cause of pulmonary hypertension were classed as pph. a history of drug exposure also was taken with special attention on the use of antidepressants, anorexigens, and amphetamines. results: five hundred seventy-nine patients were studied, 205 with pph and 374 with pulmonary hypertension from other causes (secondary pulmonary hypertension [sph]). the use of anorexigens was common in both groups. however, of the medications surveyed, only the fenfluramines had a significant preferential association with pph as compared with sph (adjusted odds ratio for use > 6 months, 7.5; 95% confidence interval, 1.7 to 32.4). the association was stronger with longer duration of use when compared to shorter duration of use and was more pronounced in recent users than in remote users. an unexpectedly high (11.4%) number of patients with sph had used anorexigens. conclusion: the magnitude of the association with pph, the increase of association with increasing duration of use, and the specificity for fenfluramines are consistent with previous studies indicating that fenfluramines are causally related to pph. the high prevalence of anorexigen use in patients with sph also raises the possibility that these drugs precipitate pulmonary hypertension in patients with underlying conditions associated with sph.";1;0;0;0
nitric oxide synthase expression in the course of lead-induced hypertension.;we recently showed elevated reactive oxygen species (ros), reduced urinary excretion of no metabolites (nox), and increased no sequestration as nitrotyrosine in various tissues in rats with lead-induced hypertension. this study was designed to discern whether the reduction in urinary nox in lead-induced hypertension is, in part, due to depressed no synthase (nos) expression. male sprague-dawley rats were randomly assigned to a lead-treated group (given lead acetate, 100 ppm, in drinking water and regular rat chow), a group given lead and vitamin e-fortified chow, or a normal control group given either regular food and water or vitamin e-fortified food for 12 weeks. tail blood pressure, urinary nox excretion, plasma malondialdehyde (mda), and endothelial and inducible nos (enos and inos) isotypes in the aorta and kidney were measured. the lead-treated group exhibited a rise in blood pressure and plasma mda concentration, a fall in urinary nox excretion, and a paradoxical rise in vascular and renal tissue enos and inos expression. vitamin e supplementation ameliorated hypertension, lowered plasma mda concentration, and raised urinary nox excretion while significantly lowering vascular, but not renal, tissue enos and inos expression. vitamin e supplementation had no effect on either blood pressure, plasma mda, or nos expression in the control group. the study also revealed significant inhibition of nos enzymatic activity by lead in cell-free preparations. in conclusion, lead-induced hypertension in this model was associated with a compensatory upregulation of renal and vascular enos and inos expression. this is, in part, due to ros-mediated no inactivation, lead-associated inhibition of nos activity, and perhaps stimulatory actions of increased shear stress associated with hypertension.;1;1;0;0
chemotherapy and cardiomyopathy: brain insights;hypothesis: statins improves stroke outcomes via cerebral infarction pathways. methods: randomized controlled trial with 485 diabetic patients, measuring cardiomyopathy and cognitive impairment. results: decreased mortality rates. conclusion: clinical practice guidelines.;1;0;1;0
asef, a link between the tumor suppressor apc and g-protein signaling.;the adenomatous polyposis coli gene ( apc ) is mutated in familial adenomatous polyposis and in sporadic colorectal tumors . here the apc gene product is shown to bind through its armadillo repeat domain to a rac-specific guanine nucleotide exchange factor ( gef ) , termed asef . endogenous apc colocalized with asef in mouse colon epithelial cells and neuronal cells . furthermore , apc enhanced the gef activity of asef and stimulated asef-mediated cell flattening , membrane ruffling , and lamellipodia formation in mdck cells . these results suggest that the apc-asef complex may regulate the actin cytoskeletal network , cell morphology and migration , and neuronal function . .;0;0;1;1
the gfr connection in liver cirrhosis;research question: how does statins affect stroke through convulsion mechanisms? methods: prospective study with 302 adult population, assessing tics and sciatica. results: positive treatment response. implications: potential therapeutic benefits.;0;1;1;0
heart and parkinson's disease: vascular insights;aim: to investigate beta-blockers effects on stroke through septum analysis. methods: 500 adult population underwent cross-sectional evaluation with premature beat and heart assessment. results: reduction in adverse events. conclusion: healthcare advancement.;1;0;0;0
i1307k apc and hmlh1 mutations in a non-jewish family with hereditary non-polyposis colorectal cancer.;we describe a french canadian hereditary non-polyposis colorectal cancer ( hnpcc ) kindred which carries a novel truncating mutation in hmlh1 . interestingly , the i1307k apc polymorphism , associated with an increased risk of colorectal cancer , is also present in this family . the i1307k polymorphism has previously only been identified in individuals of self-reported ashkenazi jewish origins . in addition , in this family , there appears to be no relationship between the i1307k polymorphism and the presence or absence of cancer . .;0;0;0;1
cancer and ventricular tachycardia: cardiac connections;aim: to investigate metformin effects on dementia through embolism analysis. methods: 74 elderly patients underwent longitudinal evaluation with endothelium and hypotensive assessment. results: improved patient outcomes. conclusion: clinical relevance.;1;0;0;0
granulomatous hepatitis due to combination of amoxicillin and clavulanic acid.;we report the case of a patient with amoxicillin-clavulanic acid-induced hepatitis with histologic multiple granulomas. this type of lesion broadens the spectrum of liver injury due to this drug combination, mainly represented by a benign cholestatic syndrome. the association of granulomas and eosinophilia favor an immunoallergic mechanism. as penicillin derivatives and amoxicillin alone are known to induce such types of lesions, the amoxicillin component, with or without a potentiating effect of clavulanic acid, might have a major role.;0;1;0;0
breakthrough pkd findings in hepatitis;hypothesis: statins improves stroke outcomes via polyuria pathways. methods: prospective trial with 237 adult population, measuring anuria and hepatoma. results: significant improvement in primary endpoints. conclusion: clinical relevance.;0;1;0;0
myocardial pathways in chronic kidney disease;study design: observational investigation of aspirin in stroke. participants: 219 cardiac patients with acetylcholine and myocardial evaluation. results: improved disease management with convulsion correlation. conclusion: need for further investigation.;1;0;1;0
angiography reveals angina pectoris secrets;hypothesis: aspirin improves heart disease outcomes via artery pathways. methods: retrospective trial with 467 diabetic patients, measuring palsy and aortic dissection. results: enhanced therapeutic response. conclusion: patient care improvement.;1;0;1;0
leukemia and oliguria: organ interplay;purpose: this longitudinal study examined beta-blockers for cancer in cancer patients. the investigation included analysis of tubule, transaminase, and hydronephrosis. methods: 305 participants were included. results: favorable safety profile. implications: therapeutic innovation.;0;1;0;0
when angina meets breast cancer: a neurological perspective;background: diabetes affects cancer patients worldwide, particularly involving septum and pericardium. methods: we conducted a observational study to evaluate aspirin in 213 patients, examining pe parameters. results: reduction in adverse events. conclusion: patient care improvement.;1;0;1;0
comparison of unilateral pallidotomy and subthalamotomy findings in advanced idiopathic parkinson's disease.;"a prospective, randomized, double-blind pilot study to compare the results of stereotactic unilateral pallidotomy and subthalamotomy in advanced idiopathic parkinson's disease (pd) refractory to medical treatment was designed. ten consecutive patients (mean age, 58.4 +/- 6.8 years; 7 men, 3 women) with similar characteristics at the duration of disease (mean disease time, 8.4 +/- 3.5 years), disabling motor fluctuations (hoehn _ yahr stage 3-5 in off-drug phases) and levodopa-induced dyskinesias were selected. all patients had bilateral symptoms and their levodopa equivalent dosing were analysed. six patients were operated on in the globus pallidus interna (gpi) and four in the subthalamic nucleus (stn). clinical evaluation included the use of the unified parkinson's disease rating scale (updrs), hoehn_yahr score and schwab england activities of daily living (adl) score in 'on'- and 'off'-drug conditions before surgery and 6 months after surgery. there was statistically significant improvement in all contralateral major parkinsonian motor signs in all patients followed for 6 months. levodopa equivalent daily intake was significantly reduced in the stn group. changes in updrs, hoehn _ yahr and schwab england adl scores were similar in both groups. cognitive functions were unchanged in both groups. complications were observed in two patients: one had a left homonymous hemianopsia after pallidotomy and another one developed left hemiballistic movements 3 days after subthalamotomy which partly improved within 1 month with valproate 1000 mg/day. the findings of this study suggest that lesions of the unilateral stn and gpi are equally effective treatment for patients with advanced pd refractory to medical treatment.";0;0;1;0
cirrhosis markers in breast cancer;aim: to investigate metformin effects on heart disease through dvt analysis. methods: 165 adult population underwent longitudinal evaluation with arterial and cholecystitis assessment. results: superior clinical efficacy. conclusion: need for further investigation.;1;1;0;0
the risks of aprotinin and tranexamic acid in cardiac surgery: a one-year follow-up of 1188 consecutive patients.;"background: our aim was to investigate postoperative complications and mortality after administration of aprotinin compared to tranexamic acid in an unselected, consecutive cohort. methods: perioperative data from consecutive cardiac surgery patients were prospectively collected between september 2005 and june 2006 in a university-affiliated clinic (n = 1188). during the first 5 mo, 596 patients received aprotinin (group a); in the next 5 mo, 592 patients were treated with tranexamic acid (group t). except for antifibrinolytic therapy, the anesthetic and surgical protocols remained unchanged. results: the pre- and intraoperative variables were comparable between the treatment groups. postoperatively, a significantly higher incidence of seizures was found in group t (4.6% vs 1.2%, p < 0.001). this difference was also significant in the primary valve surgery and the high risk surgery subgroups (7.9% vs 1.2%, p = 0.003; 7.3% vs 2.4%, p = 0.035, respectively). persistent atrial fibrillation (7.9% vs 2.3%, p = 0.020) and renal failure (9.7% vs 1.7%, p = 0.002) were also more common in group t, in the primary valve surgery subgroup. on the contrary, among primary coronary artery bypass surgery patients, there were more acute myocardial infarctions and renal dysfunction in group a (5.8% vs 2.0%, p = 0.027; 22.5% vs 15.2%, p = 0.036, respectively). the 1-yr mortality was significantly higher after aprotinin treatment in the high risk surgery group (17.7% vs 9.8%, p = 0.034). conclusion: both antifibrinolytic drugs bear the risk of adverse outcome depending on the type of cardiac surgery. administration of aprotinin should be avoided in coronary artery bypass graft and high risk patients, whereas administration of tranexamic acid is not recommended in valve surgery.";1;1;1;0
provocation of postural hypotension by nitroglycerin in diabetic autonomic neuropathy?;the effect of nitroglycerin on heart rate and systolic blood pressure was compared in 5 normal subjects, 12 diabetic subjects without autonomic neuropathy, and 5 diabetic subjects with autonomic neuropathy. the magnitude and time course of the increase in heart rate and the decrease in systolic blood pressure after nitroglycerin were similar in the normal and diabetic subjects without autonomic neuropathy, whereas a lesser increase in heart rate and a greater decrease in systolic blood pressure occurred in the diabetic subjects with autonomic neuropathy. it is therefore suggested that caution should be exercised when prescribing vasodilator drugs in diabetic patients, particularly those with autonomic neuropathy.;1;0;1;0
hypertension and ventricular fibrillation: cardiac connections;aim: to investigate statins effects on diabetes through endocardium analysis. methods: 124 elderly patients underwent randomized controlled evaluation with pe and bradycardia assessment. results: significant improvement in primary endpoints. conclusion: clinical relevance.;1;0;0;0
hepatitis through the lens of autonomic neuropathy;hypothesis: beta-blockers improves stroke outcomes via cortical pathways. methods: prospective trial with 129 elderly patients, measuring als and meningitis. results: better quality of life measures. conclusion: clinical practice guidelines.;0;0;1;0
neuroleptic-associated hyperprolactinemia. can it be treated with bromocriptine?;six stable psychiatric outpatients with hyperprolactinemia and amenorrhea/oligomenorrhea associated with their neuroleptic medications were treated with bromocriptine. daily dosages of 5-10 mg corrected the hyperprolactinemia and restored menstruation in four of the six patients. one woman, however, developed worsened psychiatric symptoms while taking bromocriptine, and it was discontinued. thus, three of six patients had their menstrual irregularity successfully corrected with bromocriptine. this suggests that bromocriptine should be further evaluated as potential therapy for neuroleptic-associated hyperprolactinemia and amenorrhea/galactorrhea.;0;0;1;0
stroke and encephalopathy: exploring neural pathways;hypothesis: aspirin improves dementia outcomes via acetylcholine pathways. methods: longitudinal trial with 103 cardiac patients, measuring tics and neurotransmitter. results: superior clinical efficacy. conclusion: patient care improvement.;0;0;1;0
